500000
203220	365926
197071	117450
166577	392605
258466	331087
97028	24016
499292	333430
119554	277509
312136	63509
297600	321447
396283	391959
7192	111855
399688	302694
296599	52737
175515	206704
405935	298554
77788	234216
456927	198916
177147	245012
137391	133636
186423	216362
265225	10184
169032	31302
180694	389275
308706	229381
400165	245378
93921	120631
217787	101053
410994	36337
44234	480409
273783	16106
478842	171435
126527	435100
31144	352100
357573	144562
463903	163393
483326	58831
347216	309418
211322	273283
447185	200655
385863	338644
73784	265408
329079	219916
299198	71714
172926	328950
308945	214044
493481	164274
419151	206026
91229	457648
126221	182167
234622	461094
297919	415606
469079	203260
492014	57381
376948	379627
158167	205650
407334	439844
240744	434111
217563	128517
312259	24367
149486	74291
241804	142442
245666	272725
79421	352473
424726	171716
490879	104620
476085	174143
158511	410064
28324	316610
344193	385629
422676	490818
213685	240100
496641	423622
276725	394179
209758	497540
178184	223025
175584	465401
298461	179715
193745	212646
157427	208022
94890	59290
314701	145733
283372	284938
259537	356194
452372	477744
175271	329919
315563	495669
83964	69829
301974	80743
453742	156200
372224	91751
49278	443914
12325	376505
268354	173430
210663	352291
415635	252146
187624	396368
70233	376239
130896	151996
435860	37595
70486	87720
179234	72540
170410	137269
345979	246948
91813	46970
126436	240048
22256	305119
431828	377274
467532	347360
385548	417140
303716	85373
480874	472557
282465	152663
121729	17277
238260	10643
351798	143867
124731	480151
27235	238755
420301	284145
133492	241665
279664	275852
229606	86412
349104	55675
199596	292897
74886	406209
244891	114941
398841	408884
175403	51606
252038	455407
439734	251998
356327	4318
392379	162993
67922	57968
340808	144677
38825	167866
94405	451486
162581	139617
293317	181946
47998	251901
440068	155214
405267	488570
487343	437568
134899	461768
453620	485679
215588	170183
54407	339634
267320	360701
301614	60270
8925	470466
279586	272098
247403	78000
198062	247466
451173	335430
57025	90138
256683	135523
469453	333795
150707	296604
44087	50143
294356	89992
392534	427781
251630	262064
76918	412584
402712	342450
385572	434593
429882	25965
466976	59930
312100	1619
328721	300549
239488	163067
480602	74845
456358	499006
329671	90174
73830	268455
231507	304120
49165	96790
87921	496235
181425	411562
467233	458129
111111	361435
297418	465915
317594	142656
390180	471644
241059	122546
361115	173534
185877	230353
47120	414211
476512	28029
349185	171103
302523	93258
287702	242556
231019	304831
384933	294047
104049	409813
256810	290140
165620	274153
247857	377436
359340	188652
486781	209962
75289	1039
356432	264661
486534	315272
461682	401420
260985	329986
327677	45512
72323	282343
188828	106618
124289	6582
367073	480754
312170	287057
379949	6810
365601	297884
380040	124053
327890	64
265001	93378
353766	169896
16221	238875
443153	26016
441457	19000
178865	10091
313561	69559
122782	442012
451399	459924
498782	294361
33511	188580
350991	66268
209823	56587
210700	309283
335985	60531
439850	365293
304554	305540
344042	257934
293666	199553
96679	384185
99949	345351
39287	244297
293077	403165
392315	83962
429800	479496
455872	99001
477636	106389
138238	268425
147806	147823
97045	250208
248938	415096
426757	425107
175714	187762
370309	451216
243056	430565
231991	172642
84134	392328
173980	46972
131074	459354
407196	293456
219485	291463
30682	351414
351883	328293
166856	324903
341721	38709
408350	149073
329476	333109
129522	140963
489596	288234
216806	134815
470087	158840
1699	66252
333579	291323
165408	432019
34496	99310
483775	93583
266310	442016
448891	401968
402906	12195
302957	174710
369872	456543
161174	387815
119246	347159
310515	71658
39437	255645
251198	67227
435943	386025
197097	256279
229357	412979
468099	64703
230560	91080
2596	222871
494804	168949
376434	239862
199554	108736
10140	86309
243412	176203
103020	312145
156394	447249
11910	425386
112529	485195
311469	376388
328272	18906
371642	79619
373819	264364
368901	379968
425071	107097
487405	111304
177639	302916
210081	226856
316803	131595
256663	151973
52790	244249
284401	47616
5093	210194
28525	158211
314026	164419
362050	321161
95985	7625
21765	472014
149911	254967
454660	124278
473984	349648
125368	253666
378463	29453
190165	426841
243037	165990
45724	222117
330932	387819
248308	418900
169810	336888
35605	58773
249161	497398
110847	357051
102907	485511
311835	436156
66879	404295
103236	465168
178449	359582
192263	486836
138844	396882
153185	106213
40959	174848
477899	377494
297887	170160
4774	307053
204704	262934
100544	177728
475163	179588
328913	487290
369629	107843
94812	313929
159428	358761
452961	57503
68339	137795
192903	132414
277933	293617
112803	165951
188186	374199
78453	448233
324422	194086
268743	373835
54430	68667
362734	197971
64339	131341
80683	412614
330041	341567
494585	354009
275398	81740
445821	174435
340565	416880
4459	437186
58755	368620
212140	281605
423598	4173
488314	291996
225178	475104
438455	164701
159389	391062
10000	497727
63151	88465
168796	369599
260237	497945
334015	70583
449861	57780
299273	273980
352569	154994
175217	291311
452973	398512
393453	259543
376571	55635
17963	64975
173211	237965
281846	236419
395549	168489
128723	355236
298656	162303
43635	395316
165034	73250
348656	110456
437552	162990
330979	117017
127325	290620
202026	300931
166812	482256
279283	24311
192880	144391
93653	244804
77001	466571
377875	464272
180013	425377
438314	42978
400774	225608
284289	321686
484816	71241
300989	141833
182697	152235
310635	12043
451329	476780
244837	70402
313313	101610
261888	462723
339742	478330
77995	184505
354835	489325
200368	332576
133871	456625
311123	94696
267489	174939
371974	244820
304846	111743
69267	86922
346926	178074
88242	373202
328775	39411
99108	367897
84922	464943
148293	242188
115444	459227
498635	36383
391786	401794
460602	30790
23201	330135
365902	436135
435616	481321
425378	240255
300358	148516
354085	256812
48383	129196
57048	171022
195550	69649
118902	167400
37880	167184
296783	322706
244212	232332
433702	200613
201486	70474
163236	209135
190659	379652
391709	102911
141733	166371
141988	151592
56982	260152
390978	387887
184301	433857
258045	307374
415957	341173
147289	8448
424426	489594
371665	278581
176845	158940
439307	157069
75903	237396
456908	300686
242423	192777
303646	7743
328797	171015
252157	459757
179006	440010
33512	374803
454776	113817
451282	418691
486429	80449
223569	121281
441426	360719
368922	173924
298094	5594
194972	74822
365757	371202
491235	109682
428044	410739
431123	14569
316091	221254
145116	438158
58223	217436
27402	394023
244768	288323
311684	418989
340581	345619
325498	81355
118781	442767
244584	142832
142216	94615
251127	174350
433943	78465
27273	170297
187776	487940
231209	465915
445454	357039
349074	478381
287401	115116
431351	225692
81189	267472
59573	328684
59919	311644
286358	164557
225790	447994
85646	64345
84810	48322
385566	11719
119661	113796
149741	430407
346615	5229
400115	445670
288660	428676
284095	156232
363197	295467
296943	281123
442838	465999
296101	143744
402506	148331
174917	355497
178596	162160
485083	259871
333189	393420
435550	310786
115634	208073
92608	494360
250957	211099
413103	55737
109233	40242
263604	373936
109464	137704
283521	36538
426692	51283
376276	394471
296564	83633
120807	103980
184318	185728
148062	96177
149194	386805
45674	148637
13553	260865
307394	147120
235684	473121
195295	124374
49121	47596
432702	209925
2573	90213
228638	461537
419951	59352
453489	69940
307072	469582
420092	303017
57981	138075
280729	383904
158167	316733
420000	308922
76959	79163
221427	167706
198972	71374
168833	486075
184518	4816
287792	217430
136026	3616
344629	348777
345655	464960
389054	15382
373644	167202
57427	137263
263713	186049
152377	62252
226060	330675
337809	101318
309065	441977
326579	75179
66421	96960
368245	143769
162257	145696
330504	474388
309136	261401
335095	8067
264922	314315
132712	53948
212265	162349
347069	252973
22681	127378
57905	359029
132986	257992
195660	321620
236928	302009
428113	382655
330799	95274
261405	95487
79552	251610
293303	352080
176704	247282
13764	321276
337148	365881
263554	104808
497399	415934
327418	337428
453031	426013
52575	387353
292050	183516
58803	187906
250003	26269
467902	456664
395161	188251
247383	487151
222355	84926
35101	275159
223095	477818
287868	239591
436121	148298
250267	999
200534	38118
28249	26116
193097	271763
482772	20284
410913	223439
446596	65392
376467	213923
373146	34791
251027	145570
416852	163399
168347	424558
306665	185724
243735	293984
453567	310786
406180	438332
221169	70092
251637	192581
413436	76492
431952	298164
436097	275467
417946	338160
302224	257873
169312	270074
359909	75146
376144	108865
290819	96216
296457	271304
8765	68221
62336	407204
192284	89406
113467	132930
258871	449781
450518	437226
64993	194862
64939	234624
389747	466150
68716	23312
489687	138192
76250	131270
59022	316434
340972	63333
154822	202673
20810	269373
373847	132139
393106	352456
224900	171131
54080	213995
267388	490163
111127	399127
162312	161960
270364	279558
207020	416894
393446	412000
178713	314801
138000	428404
414598	286830
124378	262273
152667	198371
361713	438509
402568	25461
118044	392650
473527	110120
266464	279846
389583	226199
43913	11001
213634	160794
188801	425431
385565	429427
220136	479277
110484	71203
37124	55285
65389	458383
286808	57683
119763	154399
71885	326136
439039	17469
370031	336955
433237	3926
305757	354244
213202	86926
158171	337283
103488	208454
485530	155874
337907	432421
466004	399353
209772	269847
417699	88
495107	199477
305990	418380
221230	388210
8077	49517
117741	175681
452107	70971
53101	141558
379321	149541
248771	273210
78526	425476
229184	497834
479561	261961
454529	205059
399129	76629
430909	448986
186112	280174
161766	144945
478726	309533
75434	276303
248209	186156
384178	93074
229744	120138
126800	303253
141887	229097
400930	205580
99762	74571
421378	220695
322395	244763
479958	155727
189973	408846
98761	298638
69898	263159
291482	404528
292630	482163
229195	474725
142139	154184
425070	177375
87934	480215
53406	2598
197331	344863
108800	92529
463255	15049
29640	200284
393588	132278
192240	4440
148876	412823
249153	418355
471184	319812
394508	104660
441127	25744
422925	113219
406906	55805
319745	430715
160292	43443
316838	102535
435987	255064
214382	159996
113180	308205
7425	198427
358401	17342
311074	157692
211322	17134
92899	333737
189938	451682
247693	194429
146681	234661
476020	317274
250109	189453
342170	327121
459042	93918
114777	207369
206209	172677
462666	119100
282514	261177
229003	329426
11298	47631
271451	467357
23233	196612
289376	389567
295698	141203
298651	287243
461211	224703
426748	238297
461973	352088
451114	290518
272570	143559
392168	231069
73755	312435
237620	377711
78969	464587
19257	333315
183336	380107
355690	249836
327009	330585
241895	274982
167263	84680
204425	322285
86895	241009
123832	155042
309890	474462
148593	203334
229851	8048
292928	298960
49010	489461
72462	360392
468113	407045
225370	45100
66355	243939
205425	133159
117547	352653
81993	243166
292200	419886
269158	77253
308243	186090
136373	196371
360994	476334
399038	69187
12020	415575
455252	69380
93493	133897
41398	476886
105	486548
186653	459565
143171	262116
467517	167071
42636	101664
46598	390151
29022	94296
280705	326912
11623	109448
121222	151677
432089	38873
491187	333310
321238	220668
483330	300266
57798	357216
126141	253608
268498	476922
211315	427735
197848	463169
152769	388003
260710	285409
4062	62960
364801	276516
75548	176529
301101	98078
339977	70863
254708	393087
208733	101173
95649	323361
57324	344527
310339	446089
455395	232160
163660	298231
262972	339402
213569	256056
274843	253348
319193	354401
139808	91722
160785	233283
390790	135719
457300	151483
61263	464779
399652	272384
184303	318376
430916	316612
473168	194950
363741	123654
294583	123147
441175	263900
433543	278182
127663	117050
302556	452802
118629	70176
98638	148661
226988	151396
448861	482161
186138	242606
88536	150718
436295	260427
58872	303080
105392	129782
207374	18620
88291	309653
209770	457404
246914	170422
391781	402010
261154	393223
26773	374318
475338	247789
186406	228305
334565	247593
170595	193297
169379	148153
300580	454459
496737	366321
282823	432198
378277	200471
169800	310197
311543	430102
264988	169361
489726	117944
331751	190263
109658	274751
140595	193813
348151	99530
250792	177549
40267	341744
484312	243636
447770	54217
391426	428145
301358	65810
15324	184416
341347	429447
294972	237886
496870	357003
136461	231547
456107	108096
389739	477053
87285	244145
197944	372426
391229	481668
317686	293210
355853	332059
443917	438189
111476	13201
107412	256911
331986	58990
332569	334023
441113	468213
114794	211255
205923	474386
266909	56491
78185	188767
56913	219212
273862	184078
99317	343083
390972	134958
250702	262392
331181	9815
5551	298618
436094	242031
77671	203223
471785	25989
423053	371850
491561	167538
177716	473201
392061	416557
210491	195662
468519	148309
246762	412883
479260	188726
122167	227448
59828	40727
360193	218247
243032	395159
348177	397324
9897	6260
253678	219606
108725	451366
75367	399002
274784	35454
44969	260108
44483	294089
347288	227494
222774	399153
223783	285300
281414	344393
11633	20499
126644	314653
483439	80470
201057	135897
446129	419506
366244	300017
63928	140959
361573	301218
265481	60328
270673	207193
395815	209128
97015	446425
284451	450084
419830	99573
44917	471725
238438	122437
344530	89131
454765	296851
459367	159143
136055	293390
449024	242222
327505	113139
415651	164176
445868	277881
219456	126977
496171	68722
498881	232069
293606	422252
490814	346502
168359	388543
76807	360670
344681	316558
66616	285310
251999	388968
317754	268216
4393	382998
199503	154782
253102	377116
248275	30298
408678	282554
127918	235399
265245	215546
215654	221586
302179	30161
311958	379244
303497	276992
243195	417225
311522	333216
287798	444511
301226	61931
21832	300585
378248	18321
467723	441139
301740	114877
369124	184462
291605	233735
85235	473178
4745	54193
213349	417056
287724	337785
490799	184536
83307	17927
136514	30269
461632	344799
494939	410301
320893	413758
305009	490379
238019	395438
453607	370317
241242	387971
82168	282617
110297	225229
243168	150682
202556	230039
372399	445231
334578	277267
53637	72343
88909	965
363484	163000
166915	229927
499318	375143
327977	209358
170869	218974
296508	261773
141968	317740
57882	76609
205664	423918
90546	42335
385570	182311
170264	365130
461412	358911
249109	469985
237707	251324
478001	345914
474552	102317
6298	351226
484169	149678
275022	241614
475619	291426
185873	91361
30585	297663
425625	40949
187034	359659
412399	159052
450924	28577
235854	266414
355140	307374
47829	364769
484511	8790
97478	297414
200743	312538
178501	352632
229057	9074
272844	142236
253676	426199
142195	168966
286496	419607
413450	200048
128998	912
210049	480466
102524	116887
476796	444144
13182	498944
431361	380100
257074	64148
358282	201816
204169	335312
242918	240976
367217	101922
342546	82042
401599	348637
449282	114334
191943	198947
23644	271346
11317	264767
488744	175332
156035	315401
360194	267888
73347	314737
173226	251530
376339	21144
392065	90482
255454	115424
233851	17476
115575	274208
177649	61158
228749	90627
228813	455386
292652	256596
333566	458363
141095	469191
198468	28177
376144	449546
293346	174879
374675	380997
475920	496674
394084	202543
306599	164033
478598	447767
372725	66898
158852	255722
465161	450912
431047	285161
370966	116231
3936	227148
476609	194810
189084	448550
99972	235577
445317	397477
150251	158237
445550	417543
6466	89405
345908	16748
394814	323753
335216	267112
92724	104363
164728	44209
373690	203690
262475	222641
168970	424152
134578	263670
461445	296625
180165	257167
481081	379915
262065	474607
20891	277994
222531	365548
459714	229563
243218	275757
72151	145830
409581	195921
137799	196862
264051	300772
184083	312866
122585	268650
388220	414923
62532	165046
82745	410669
323183	486417
81507	350264
130147	374773
178900	66869
32611	434817
432494	420348
81133	236195
139920	421370
287613	168579
92784	9517
421604	176421
321957	15289
485395	131619
498875	37873
391316	52170
341535	209409
348156	24699
270274	14223
479660	85800
427704	267872
249710	331654
107383	88143
473097	364831
340378	143269
395968	296781
17421	242390
44685	145682
302256	20495
266391	190029
274710	266890
28211	71395
449653	289707
321211	176079
461765	59474
318747	223319
173714	140265
253060	83052
315308	163990
48915	252366
476708	234951
233300	97617
77743	437785
136923	115068
108884	409331
398358	118632
165598	19589
107568	323329
139963	456348
84031	189818
95069	208639
269249	170163
445687	385825
212931	466995
169406	449839
285820	426115
12624	487168
398109	102317
497029	409688
485057	60978
266671	445078
247536	214691
108851	210340
496941	36277
373299	337780
346948	440047
482698	108167
218750	450364
455444	446039
86927	346811
225182	440858
172405	304348
273835	107054
172759	222226
116736	309809
274941	471877
346853	330520
204724	316495
228260	308997
278423	400812
299692	116723
236108	490956
493548	186570
411890	214898
494505	227068
458805	243347
278457	367592
410187	98570
122184	243396
394933	142592
300768	226325
19104	209653
103730	22297
434771	374572
440098	23912
279841	136840
378084	112616
146327	148098
21330	48311
101548	301220
197991	469761
220518	430700
445282	416953
5952	54620
198309	63601
343029	298039
390949	388356
15818	111746
203130	182713
173118	250490
125165	79230
370010	344841
239726	52405
242597	453009
494733	398352
331726	14324
171598	198451
322624	419703
23351	452557
460579	433524
222547	12053
406969	280710
252303	319181
387771	109356
51865	52871
134594	114728
93989	237048
322993	231695
251961	120071
309556	37305
215869	299170
209573	201551
202206	336965
201302	400114
45129	40004
230855	326975
234418	192767
69535	165854
214381	256594
149506	378626
57873	174516
179698	482872
402041	97940
120776	153385
147892	154225
451816	117193
462402	322528
217205	146856
325318	301717
337943	395773
452056	491405
426312	497872
93378	91232
97078	395342
398463	54161
116961	340742
202658	470223
41452	47927
25754	34915
169740	458169
284848	56625
145006	242962
443339	145689
443450	361870
142743	55380
206819	64265
287236	484778
147080	436790
268754	29240
413506	278520
33735	37676
436997	484517
323212	453897
131841	385272
497192	434516
76176	108509
26285	123896
57111	448116
425577	226364
247606	396432
436721	371650
249594	337831
73308	209416
270375	495840
296932	20854
488048	490603
403508	276223
26945	786
133630	321442
133888	177145
467459	374889
277298	21222
427115	276742
101874	351503
119996	435066
299241	496270
64564	323359
214731	395076
7394	280698
260869	390928
298998	486891
295345	187653
72550	476543
332275	193291
459384	210315
245547	347147
468986	38927
418243	299395
83385	353755
58192	405409
15812	17843
19411	434186
470543	155610
167446	483923
354243	441662
222321	158355
124008	240776
497876	209928
69403	387577
64300	252481
437869	286321
15889	464511
468559	361305
119203	222213
457655	408710
393553	394478
344816	464886
201236	375443
72516	146372
398813	17074
151186	359173
46492	248124
384540	172474
438698	438821
368742	430078
177164	472084
206474	111638
356880	473858
418144	66774
170273	440669
392600	299145
161045	258723
249489	297940
49482	114616
234289	314077
3375	9842
384429	191471
52550	349801
370591	207828
391955	48666
139734	478045
202195	113476
5199	72107
431515	353575
120862	198662
384895	335800
338616	200881
42059	38400
34055	60941
470440	213482
210055	152212
77322	16307
184389	483356
184495	16747
348004	174164
240303	432248
377321	73415
29392	481024
371821	267246
263425	259468
495000	279576
175210	38313
394634	270065
201348	327431
177330	466625
444573	39049
97717	210042
470994	132228
295034	120364
23046	70387
328986	48811
323518	314928
162083	192333
466533	418056
440595	205695
484000	28418
112575	406589
386246	82510
175340	375015
96753	72214
216129	101648
9737	59989
153341	255136
238595	7030
241036	2318
136508	327598
332624	364232
285807	272175
139968	78861
46207	361551
99779	426592
382940	143800
125971	109476
295439	457592
104222	455588
210783	460510
386277	218345
118555	234028
136108	470692
211391	365210
337290	381555
310737	438127
467976	209421
485139	276087
380036	190823
351889	338274
483995	223040
305538	421456
269236	444830
300056	83350
358018	424328
19472	253646
132990	14284
407908	429473
455349	163878
372934	470685
39028	455754
72805	116980
485967	227753
480714	44264
458042	305373
285337	376784
120620	22493
429057	436232
369425	228395
47455	370026
370102	260691
444196	466952
111628	113228
199588	105923
372118	131816
431672	121138
71805	252196
87256	104622
404056	316459
136163	139522
15479	130861
304840	381213
472598	486361
356093	494065
139547	394699
205220	154578
143275	406548
257339	198090
80830	169253
88490	59233
457024	374280
411509	208471
446881	416193
397849	443628
311762	67300
284768	188724
117335	261335
88606	473206
241977	225829
313027	252506
244498	137421
128105	150399
358401	47245
433269	206868
104357	345721
8071	204189
206724	156678
456748	133725
239539	28018
211848	27728
201740	69251
284479	418223
484796	357405
124251	484443
308868	113951
278884	261108
304182	493235
373516	219985
434695	82667
436114	408136
197857	319528
178284	442372
212847	24516
402542	201077
370193	99140
360487	60775
340439	120825
393408	363283
245655	368142
490830	260285
435865	478936
420527	482832
136007	21115
138590	390152
358431	299553
187984	223733
331986	141490
244230	271273
439124	85585
411387	307308
400347	402329
171461	19957
138434	258630
338565	412288
397254	84968
184633	297564
422614	51120
12469	243387
370516	309221
348287	349459
304327	232365
104514	254314
23512	18583
375863	69819
49617	16203
102899	409860
80243	237282
354048	435190
85999	333418
429548	182454
139066	409214
497865	103672
31323	349703
252406	78920
491022	123923
90319	381731
362015	380992
484887	143928
323537	449365
402768	427081
40855	389061
110981	234589
470999	265085
2012	364861
442684	330292
74839	52260
283362	418271
470289	257393
133209	331564
37650	211654
23076	244372
167581	316152
93961	46074
284446	320046
229296	9119
148623	376004
462389	153806
247746	329655
484888	382954
119366	248040
267322	374086
391411	382538
343791	122123
493135	267239
491600	220287
350360	24452
112775	476646
11674	30386
148084	347931
159656	357277
281124	75844
204564	87611
208877	84501
177930	317537
92182	297707
349854	142728
147032	165421
237747	462427
321441	231985
251124	198968
129472	308627
48874	44947
33160	307292
142517	109120
282174	58610
26133	488502
158940	426195
172225	3248
444253	256604
429164	329100
356913	364574
68917	151532
293912	440796
87349	150867
472824	46178
318464	309335
53769	218756
51206	248226
429189	60581
265793	150722
148282	481409
243973	203991
476265	296206
124421	281665
447158	483024
439513	395977
4856	480611
101771	311414
305720	281026
186154	238117
205923	222797
432115	385555
381306	457332
431212	82963
235934	28176
277850	314571
121158	356661
361863	156160
66283	14018
16303	213183
209848	44356
361666	473590
182748	465948
25120	306180
475753	378365
445025	72350
431268	171075
276444	134843
353877	401571
243742	408228
170677	77821
355025	312774
456964	276001
167741	338658
285378	428083
380959	436266
430499	110038
90196	429907
350461	163768
229059	9127
452043	405393
479068	25777
289433	92580
200829	488160
75271	354481
229978	276806
251304	265742
406105	107752
112402	242819
249893	473213
315709	325309
31575	228962
18534	431319
483682	478865
329403	25766
218134	350798
386381	444939
7274	99836
388531	110448
279459	48482
382627	417453
416177	376089
357128	499282
237486	472911
321089	410508
41215	275793
238238	1890
204117	78710
80530	115751
212394	292336
312037	416439
269894	112891
486592	301148
252649	153712
428929	375495
54209	95745
32999	65448
75107	304509
496021	223736
42418	227769
471040	58908
314477	408958
477987	358658
264010	171206
271894	34261
255342	246288
28172	491866
245414	213676
406340	249346
38589	366526
181524	446712
210933	139820
267300	372770
110207	191152
291774	459618
161142	311528
204273	370739
367117	334660
125804	324125
385334	461716
269268	432099
80652	432881
333808	86336
289044	364658
189785	195824
475554	176403
80780	110245
168688	43348
9242	434811
254518	218661
496628	342461
80999	185837
141394	14048
269008	192914
251210	492482
65832	229775
451131	289598
289380	309282
52593	202938
151681	382236
293742	469653
89818	9201
468521	127963
238386	375993
173656	100066
429672	482443
156168	436252
9031	32870
5620	192869
103557	363592
49917	414931
175202	288390
118889	45258
369351	131188
353950	307526
406270	37708
274516	188768
95493	26761
313515	236013
123547	349371
406464	262536
410677	83170
182407	488189
291367	150611
12902	114095
471470	141480
56261	307709
250033	454730
48288	47075
126005	89863
144232	361956
25624	261856
336412	110835
325475	163321
15873	401401
338714	440041
216336	44045
149245	301945
100644	449713
429893	387030
433610	186897
159785	161953
47906	346323
190856	207707
185233	388779
99406	441371
258767	435734
33442	222601
33843	499500
104788	245874
22571	386480
25521	255380
84776	216529
308591	392705
79901	437191
404562	355149
87053	149001
147143	392209
408916	114564
495286	139784
313850	415906
124321	202286
252546	378170
178234	84822
222011	384252
469959	117059
318684	121650
330829	31324
408202	443779
290428	276425
306755	165874
154621	413577
409506	135368
238775	356124
149546	395839
264473	279394
368524	263400
353985	200243
369298	207265
196849	273449
110853	478738
451149	347485
104432	152974
439745	291664
87653	284453
449715	382466
441829	302109
271688	84490
268184	147534
385482	182174
316644	153380
274741	140041
126488	165757
79673	47161
259359	209690
287798	360256
147151	191135
115718	108113
446842	45429
110795	87265
28680	92580
137413	295340
416069	22173
339968	203199
107742	430619
98385	161625
320100	366965
260311	493021
111339	287248
78925	476064
247657	376359
299595	177068
122041	346755
371009	305996
455288	17784
67932	259968
367172	457651
88675	341784
296993	185663
53225	59161
136357	51038
17017	65837
135816	294561
431103	433037
253575	405842
175355	87351
217119	278406
482990	146140
206021	325182
303328	170273
21354	31236
426964	217626
90632	126529
111723	128083
109386	100530
186655	467401
462221	97800
103253	92218
487105	37239
251646	465482
486700	191363
104517	361536
482659	424185
390128	239922
283313	49247
291425	29038
71602	81004
383251	291313
68293	50988
296733	39152
490831	393946
495780	53820
351045	365369
121684	361856
352495	384552
461940	25268
495962	312355
126633	141881
254020	30541
115648	358124
453469	268456
379620	204516
171534	148846
81928	114966
360844	499096
88763	92045
26659	412708
372841	285093
494479	146385
420133	304750
36498	152980
288065	360651
447456	71713
122968	327682
367136	380772
429472	170779
475819	213015
304698	256530
167247	466796
330020	28039
450395	313202
351427	181563
458673	334721
261339	44130
413737	229087
107833	450389
250233	57659
196564	394270
109135	75342
465409	172108
93049	385726
314446	66830
33482	161004
235284	243770
100836	359748
488071	246421
200786	381914
488550	139689
23854	457536
433709	42084
44947	321108
169552	311477
149446	466555
270799	215343
393831	494553
298278	237239
409824	461019
221964	356935
243529	107945
352784	63147
472416	275254
405073	7695
494515	229697
231300	352825
127542	163442
38589	141579
307343	148048
498233	498702
3543	475751
355248	234236
57224	57941
139173	79395
190355	385915
431975	268740
266425	384157
448622	188259
20159	326436
203121	97815
41276	462183
350412	70874
495307	349015
132124	145239
463116	202003
177669	257359
36076	52238
491287	202198
349234	232414
335294	39071
77859	186942
87617	449238
129257	129367
411600	254741
57603	315116
365784	451947
143102	133164
457248	201258
269598	194400
475370	403415
452520	5676
86356	119177
287606	180415
382182	427724
270772	194309
98995	325852
96127	275682
175482	115308
156027	17783
236773	74032
222555	406655
313766	159196
69480	143007
187838	438795
207277	310938
72214	477355
435766	68603
173382	341596
401973	185308
446491	347759
153710	13324
306803	421611
215945	117530
215890	486376
432862	453695
362923	21618
84056	269676
466491	143961
111676	160290
275590	194286
